time,BF_object_C,lat_C,long_C,BF_object_D,lat_D,long_D,BF_object_E,lat_E,long_E,C-D,D-C,D-E,E-D,E-C,C-E
+2026-02-05T22:40:53Z,Platform_A,35.00003952131992,130.02298555785498,K2BlackPanther,35.0000298672595,130.0272172789547,T90,35.00014806627757,130.01765801995046,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:54Z,Platform_A,35.00006844564794,130.02309155465298,K2BlackPanther,35.00005180360928,130.02723266987155,T90,35.000169096782216,130.0175787263207,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:55Z,Platform_A,35.0000571376066,130.02319456769428,K2BlackPanther,35.000048294050345,130.02723310446763,T90,35.00016953555496,130.01748011314484,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:56Z,Platform_A,35.00006749474034,130.02325358173846,K2BlackPanther,35.000046086321134,130.02722982089534,T90,35.00015628908197,130.01741682716673,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:57Z,Platform_A,35.00006043219211,130.02334192514073,K2BlackPanther,35.00001881381163,130.02719872969473,T90,35.000159766640586,130.0173543369291,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:58Z,Platform_A,35.000069623379176,130.02342080044463,K2BlackPanther,35.00004063284406,130.02720672400366,T90,35.000180828114864,130.017256467632,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:59Z,Platform_A,35.00004248553023,130.0235236103469,K2BlackPanther,35.00003734867993,130.02719758898186,T90,35.000166710452675,130.01717882150655,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:00Z,Platform_A,35.00004671349286,130.02361413447255,K2BlackPanther,35.0000211365912,130.02723208510452,T90,35.000146372583096,130.01712284448053,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:01Z,Platform_A,35.00006717757508,130.0236958907054,K2BlackPanther,35.00003362398848,130.02721982382874,T90,35.00017458292624,130.01706642701075,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:02Z,Platform_A,35.00003588160214,130.02381130341948,K2BlackPanther,35.00004954465209,130.0272193815994,T90,35.00018262383983,130.01699566701416,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:03Z,Platform_A,35.00004824628543,130.02387468344602,K2BlackPanther,35.00004484259531,130.0272011445909,T90,35.00014668963981,130.01688822371963,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:04Z,Platform_A,35.00005350255098,130.02396280422374,K2BlackPanther,35.00002912502896,130.02723446589044,T90,35.00018031836293,130.01682150895522,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:05Z,Platform_A,35.0000608771755,130.02404327550147,K2BlackPanther,35.000053393409864,130.0272250803674,T90,35.00015751036692,130.0167645083691,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:06Z,Platform_A,35.00005475927881,130.0241385460034,K2BlackPanther,35.00001709530176,130.0272312026151,T90,35.00017702901279,130.01667708815148,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:07Z,Platform_A,35.00004345995002,130.0242226126089,K2BlackPanther,35.0000444595358,130.02719965819747,T90,35.00015353618073,130.01660036162582,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:08Z,Platform_A,35.00004176637558,130.02432570979113,K2BlackPanther,35.00003452596239,130.0271998733663,T90,35.00017999014757,130.01655472087455,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:09Z,Platform_A,35.00007033733553,130.02439950853997,K2BlackPanther,35.000015662304314,130.02722658944688,T90,35.00014670247834,130.0164512050829,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:10Z,Platform_A,35.000075291057925,130.0245155763223,K2BlackPanther,35.00004166298633,130.02721265140798,T90,35.00014533319203,130.01637102840556,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:11Z,Platform_A,35.00004888555104,130.0245778459887,K2BlackPanther,35.00004570967327,130.0272267366169,T90,35.000163729496514,130.0163226642518,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:12Z,Platform_A,35.00003578309545,130.0246791542392,K2BlackPanther,35.00004631965208,130.02720075653656,T90,35.00016960237115,130.01622784408158,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:13Z,Platform_A,35.00004689404817,130.02477936212082,K2BlackPanther,35.00002119329778,130.02722344071057,T90,35.00017349173121,130.0161701719235,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:14Z,Platform_A,35.00003280953128,130.02485364065822,K2BlackPanther,35.00005336373639,130.02722057836786,T90,35.000148659742955,130.01610799874825,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:15Z,Platform_A,35.000051009174,130.02491700410397,K2BlackPanther,35.000016887547055,130.02721668448967,T90,35.00014279645473,130.01603225782523,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:16Z,Platform_A,35.00003320937619,130.02500472031977,K2BlackPanther,35.00001542262874,130.02723427678654,T90,35.00014912330296,130.01595721884914,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:17Z,Platform_A,35.0000336485584,130.0250904794401,K2BlackPanther,35.00003743057559,130.0272191422102,T90,35.00015475840939,130.01586738145997,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:18Z,Platform_A,35.00006220546573,130.025216889584,K2BlackPanther,35.00003446836443,130.02720711439642,T90,35.000178429032225,130.01577655737177,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:19Z,Platform_A,35.00004554146224,130.02528390998893,K2BlackPanther,35.000032032331006,130.02723515954776,T90,35.00016124221789,130.01573963796508,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:20Z,Platform_A,35.0000331440532,130.02538997491422,K2BlackPanther,35.000034026861904,130.02720913830566,T90,35.00017545230985,130.01567192299052,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:21Z,Platform_A,35.00005835315695,130.02547029547287,K2BlackPanther,35.00003301519981,130.0272007570805,T90,35.00014728138015,130.01559120620146,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:22Z,Platform_A,35.000063109695795,130.02556489230287,K2BlackPanther,35.000029139536,130.02723317596815,T90,35.00014474329046,130.01551364867439,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:23Z,Platform_A,35.00004562158683,130.02563101927225,K2BlackPanther,35.000020787774766,130.0272141067503,T90,35.00015818885037,130.0154485643978,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:24Z,Platform_A,35.00003267338229,130.02570608127783,K2BlackPanther,35.000023956500186,130.02720907715755,T90,35.00016971884101,130.01534422888713,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:25Z,Platform_A,35.00006579094989,130.02579216820723,K2BlackPanther,35.00002388778101,130.02720383483518,T90,35.00016887678634,130.0152681067247,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:26Z,Platform_A,35.000034145448964,130.02590244568913,K2BlackPanther,35.00003512384631,130.02720469222157,T90,35.00014366951399,130.01519607339242,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:27Z,Platform_A,35.00005674080808,130.02598579635193,K2BlackPanther,35.00002543957405,130.02722627271936,T90,35.00014850714156,130.0151561919157,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:28Z,Platform_A,35.000059546401005,130.026061035937,K2BlackPanther,35.00004829904372,130.02721723979323,T90,35.00014780131249,130.01508189782604,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:29Z,Platform_A,35.00005210621407,130.02615598088428,K2BlackPanther,35.000010477633644,130.02721028812772,T90,35.00014573538971,130.01499856302945,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:30Z,Platform_A,35.0000665269953,130.02626945590833,K2BlackPanther,35.000052039096495,130.0272221829015,T90,35.0001685114832,130.0149325621796,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:31Z,Platform_A,35.00006327898183,130.02635056656604,K2BlackPanther,35.00002247337118,130.02722415597904,T90,35.00014441591432,130.0148344829323,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:32Z,Platform_A,35.00004266166336,130.02643334241685,K2BlackPanther,35.00001519108863,130.02722320802516,T90,35.00017293078441,130.01476262428525,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:33Z,Platform_A,35.00006123906858,130.0265184120827,K2BlackPanther,35.00002753690222,130.02721729669943,T90,35.00018022718572,130.0147121986104,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:34Z,Platform_A,35.000061410340535,130.02658178152168,K2BlackPanther,35.00001804071428,130.0272123555296,T90,35.00015890515307,130.01460571729152,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:35Z,Platform_A,35.00005450955242,130.0267101881666,K2BlackPanther,35.000031956767266,130.02722368282414,T90,35.000162118931215,130.01455116385546,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:36Z,Platform_A,35.00005379293268,130.02679798052887,K2BlackPanther,35.00001058791013,130.027203077867,T90,35.00016726636854,130.014489492947,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:37Z,Platform_A,35.00007433727259,130.02687208144297,K2BlackPanther,35.000013811445335,130.02723046750825,T90,35.0001684545657,130.01438076543388,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:38Z,Platform_A,35.00007600630442,130.02696406841895,K2BlackPanther,35.000025071894285,130.02720052644742,T90,35.000156475156416,130.01433435019626,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:39Z,Platform_A,35.00003728934037,130.02703775126488,K2BlackPanther,35.00003512550068,130.02723184762567,T90,35.000154973263584,130.01424451392637,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:40Z,Platform_A,35.00004459184931,130.0271319780182,K2BlackPanther,35.00002935713713,130.02722733856254,T90,35.000166357716985,130.01415722413887,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:41:41Z,Platform_A,35.00005616832637,130.02720820718295,K2BlackPanther,35.00002213120916,130.0272142913986,T90,35.000179722009925,130.01409830706865,beside,beside,ahead of,behind,behind,ahead of
+2026-02-05T22:41:42Z,Platform_A,35.00005320247094,130.0272929128624,K2BlackPanther,35.00001469175818,130.0272359045552,T90,35.00017331491073,130.0140267511774,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:41:43Z,Platform_A,35.000051473173734,130.02737293480115,K2BlackPanther,35.00002732353741,130.0272282917121,T90,35.00015712509542,130.01396143873532,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:41:44Z,Platform_A,35.000040651228986,130.02746520190738,K2BlackPanther,35.00003331141762,130.027215088222,T90,35.000181319918966,130.01387693949468,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:41:45Z,Platform_A,35.00007233292404,130.02758514431414,K2BlackPanther,35.00003472654266,130.02721228284332,T90,35.00014716948503,130.0138195076477,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:41:46Z,Platform_A,35.000053123198114,130.0276422520701,K2BlackPanther,35.00002310458979,130.02720206549714,T90,35.00016827508099,130.01372099208774,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:41:47Z,Platform_A,35.000066395077766,130.02774384024505,K2BlackPanther,35.00002698927819,130.02720421388446,T90,35.000148967570645,130.01366862069392,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:41:48Z,Platform_A,35.00006145327581,130.0278535871298,K2BlackPanther,35.00005025981614,130.02719797163317,T90,35.00014546702174,130.01356878286705,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:41:49Z,Platform_A,35.00006358289226,130.02791668361812,K2BlackPanther,35.00003798452127,130.0272145792722,T90,35.000146634991,130.0135005297382,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:41:50Z,Platform_A,35.00005640108013,130.0280044862458,K2BlackPanther,35.000027019243014,130.0272088989547,T90,35.00016022732978,130.0134395080031,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:41:51Z,Platform_A,35.000050102379504,130.02810610158198,K2BlackPanther,35.00002766868627,130.02722561246074,T90,35.00014842629706,130.01337881239527,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:41:52Z,Platform_A,35.0000663003504,130.02819312543517,K2BlackPanther,35.00001068633217,130.02720463650184,T90,35.00014152519067,130.01327932775962,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:41:53Z,Platform_A,35.00005256983343,130.02828354282667,K2BlackPanther,35.00002291993639,130.02723952934448,T90,35.00017754312423,130.01323292844057,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:41:54Z,Platform_A,35.000050975569884,130.02834519253042,K2BlackPanther,35.000050821317544,130.02722895333832,T90,35.00014650075278,130.01314491788293,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:41:55Z,Platform_A,35.0000469003687,130.0284374417796,K2BlackPanther,35.00003009896419,130.02720629601612,T90,35.000169720028836,130.01305820969603,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:41:56Z,Platform_A,35.00005929129918,130.02853299133923,K2BlackPanther,35.00005163707045,130.02721905551934,T90,35.00017487036306,130.01299436536848,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:41:57Z,Platform_A,35.0000372183914,130.02861753197385,K2BlackPanther,35.00004967998765,130.02721093298663,T90,35.00018358579127,130.01293980322183,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:41:58Z,Platform_A,35.000049872726926,130.02873216897484,K2BlackPanther,35.000028489265375,130.02720127463795,T90,35.00017288194244,130.01285518543597,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:41:59Z,Platform_A,35.00007358336948,130.0288166742155,K2BlackPanther,35.00004177093544,130.0272084487528,T90,35.000177299458436,130.01275797609043,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:00Z,Platform_A,35.000055156035444,130.0288885650766,K2BlackPanther,35.00003560527468,130.02719971626587,T90,35.000174046421115,130.01269063896646,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:01Z,Platform_A,35.00006009854266,130.0289859527485,K2BlackPanther,35.000013709060255,130.02720865477968,T90,35.00017943329872,130.0126239943524,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:02Z,Platform_A,35.00005396243476,130.02905228010607,K2BlackPanther,35.00002610569839,130.02722024633994,T90,35.000180555593374,130.0125547665048,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:03Z,Platform_A,35.00007230021217,130.0291288288303,K2BlackPanther,35.00002558723265,130.02723966330535,T90,35.00016822677501,130.01250057670066,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:04Z,Platform_A,35.00005189211672,130.0292514399821,K2BlackPanther,35.000028296135795,130.0272249267414,T90,35.00014952978492,130.01240897965914,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:05Z,Platform_A,35.00005745525055,130.02932915068456,K2BlackPanther,35.00002833551585,130.0272304893538,T90,35.00015088587827,130.01231670216916,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:06Z,Platform_A,35.00006504233145,130.0294014225813,K2BlackPanther,35.000037864061056,130.0272108627128,T90,35.00014830144112,130.0122827727438,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:07Z,Platform_A,35.00003931270331,130.02951442665656,K2BlackPanther,35.00001684020813,130.0272093167516,T90,35.00017102648287,130.01216556266982,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:08Z,Platform_A,35.00004922540635,130.0295915677691,K2BlackPanther,35.00003332752541,130.02722298289922,T90,35.00014400680436,130.01210087609755,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:09Z,Platform_A,35.00005552934176,130.02968778703539,K2BlackPanther,35.00003342855481,130.0272266462746,T90,35.00015424863557,130.01203289182837,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:10Z,Platform_A,35.00004357146152,130.02977830086834,K2BlackPanther,35.00002653119864,130.02722488390404,T90,35.00014582481463,130.01195087499391,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:11Z,Platform_A,35.000047362476096,130.02984989685243,K2BlackPanther,35.00001419733211,130.0272165288376,T90,35.000152279839334,130.01187957155682,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:12Z,Platform_A,35.00004880491408,130.02995166085157,K2BlackPanther,35.00001656986882,130.0272179758554,T90,35.000178082615314,130.0118354411329,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:13Z,Platform_A,35.00005584925767,130.03001986816446,K2BlackPanther,35.00003536491604,130.0272151693734,T90,35.00016238850816,130.01173320636542,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:14Z,Platform_A,35.00005873340238,130.03011400390312,K2BlackPanther,35.000020118310466,130.02723322823604,T90,35.00014760150989,130.01166641591294,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:15Z,Platform_A,35.00004609647628,130.03019996262404,K2BlackPanther,35.000053617033814,130.0272175627073,T90,35.00017089242172,130.01161466916867,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:16Z,Platform_A,35.000073934349395,130.03028074026386,K2BlackPanther,35.00004286450778,130.0272219524328,T90,35.000150658002596,130.0115140361563,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:17Z,Platform_A,35.00003271218391,130.03039910067932,K2BlackPanther,35.00002550645449,130.02719646896574,T90,35.00014257072814,130.01146866121593,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:18Z,Platform_A,35.000033395789934,130.03046511939343,K2BlackPanther,35.00003998146653,130.02722206730914,T90,35.00017886116661,130.01137912713912,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:19Z,Platform_A,35.000062761974895,130.030556141366,K2BlackPanther,35.00004646618526,130.02720701406358,T90,35.000174086394765,130.01128629150958,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:20Z,Platform_A,35.000048898442806,130.03064860174456,K2BlackPanther,35.000036766331384,130.02721426268434,T90,35.00016727130797,130.0112186980843,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:21Z,Platform_A,35.00004270296809,130.0307277929445,K2BlackPanther,35.00004979707288,130.0272010962019,T90,35.00017655304525,130.01116084871785,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:22Z,Platform_A,35.000062307303004,130.0308065468972,K2BlackPanther,35.00002371589417,130.0272178644297,T90,35.000151428445776,130.01107049115427,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:23Z,Platform_A,35.00003830983011,130.0309221559718,K2BlackPanther,35.00002307748688,130.02719609789995,T90,35.000180071953615,130.0110216805541,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:24Z,Platform_A,35.00004369436531,130.03099170298802,K2BlackPanther,35.000036502496435,130.02723809431825,T90,35.00014801386833,130.01091394409556,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:25Z,Platform_A,35.00003809818614,130.03109867696676,K2BlackPanther,35.00004601444608,130.0272036086365,T90,35.00016383892196,130.0108430779569,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:26Z,Platform_A,35.00005981404946,130.03118020078122,K2BlackPanther,35.00001026635815,130.02722492583823,T90,35.0001405768452,130.01080756901527,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:27Z,Platform_A,35.00007380220563,130.03126750743047,K2BlackPanther,35.0000351911085,130.02722320390103,T90,35.00014833672608,130.0107338018217,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:28Z,Platform_A,35.0000713168653,130.0313656875709,K2BlackPanther,35.00004047506037,130.02719904820557,T90,35.00018333012361,130.0106353022808,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:29Z,Platform_A,35.00003257676354,130.03142122295228,K2BlackPanther,35.00003833334758,130.0272176589721,T90,35.00016655993119,130.01058461578472,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:30Z,Platform_A,35.00003239960211,130.0315328751811,K2BlackPanther,35.00003839467254,130.02720387298086,T90,35.00018369847837,130.0105092619163,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:31Z,Platform_A,35.0000743292414,130.03158920591298,K2BlackPanther,35.000038981636145,130.02720753104325,T90,35.000177355437344,130.01041241020314,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:32Z,Platform_A,35.00006421184888,130.03169306544095,K2BlackPanther,35.00003385652566,130.0271992528444,T90,35.00015411661896,130.01035754266277,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:33Z,Platform_A,35.00003989120423,130.0317933699029,K2BlackPanther,35.00001559736798,130.0272319131175,T90,35.00014323078608,130.01025815793543,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:34Z,Platform_A,35.00004268468284,130.03186459190405,K2BlackPanther,35.00002107587805,130.02720357557578,T90,35.00016122065103,130.0101867389779,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:35Z,Platform_A,35.00003219199087,130.03195199022778,K2BlackPanther,35.00002328840299,130.0271982136248,T90,35.00014359593876,130.0101044325792,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:36Z,Platform_A,35.00003604045924,130.03204594003364,K2BlackPanther,35.00005218870758,130.0272119687762,T90,35.0001596886496,130.01004205092866,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:37Z,Platform_A,35.000071992707824,130.03213859077363,K2BlackPanther,35.00003869941507,130.02723313372414,T90,35.00014084506061,130.00999574153727,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:38Z,Platform_A,35.0000639028649,130.03220423800474,K2BlackPanther,35.00001939120456,130.02720032410755,T90,35.00014368495366,130.00988509103766,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:39Z,Platform_A,35.00005263312034,130.03231586921328,K2BlackPanther,35.00001180281798,130.02721453069225,T90,35.000145094008644,130.0098358609841,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:40Z,Platform_A,35.00004547850353,130.0323780346941,K2BlackPanther,35.00001119374164,130.0272104252877,T90,35.00016303389956,130.00976410929186,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:41Z,Platform_A,35.00004760138906,130.0324647990241,K2BlackPanther,35.000039111522604,130.02721372841262,T90,35.00017613153283,130.0096930744379,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:42Z,Platform_A,35.00003683855324,130.03257664746224,K2BlackPanther,35.000033870505185,130.02723542193007,T90,35.00015401386483,130.0096268924101,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:43Z,Platform_A,35.00004762025606,130.03264956934436,K2BlackPanther,35.00004333033496,130.02720077168442,T90,35.00016512849846,130.0095332383779,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:44Z,Platform_A,35.000039131124986,130.0327635681312,K2BlackPanther,35.0000376907015,130.02722371458745,T90,35.00015192094235,130.0094654281941,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:45Z,Platform_A,35.00006744618683,130.03284353997944,K2BlackPanther,35.00001498564619,130.02723083787347,T90,35.000180640962434,130.00936623929806,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:46Z,Platform_A,35.00005180583232,130.03294091836142,K2BlackPanther,35.000030575850104,130.02720526746631,T90,35.00015085223166,130.00931264153604,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:47Z,Platform_A,35.00004783361989,130.03301495443068,K2BlackPanther,35.00000997394103,130.02719947721994,T90,35.00015230797185,130.00923082314316,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:48Z,Platform_A,35.00005798552705,130.03309153796397,K2BlackPanther,35.00004994014978,130.02722844176367,T90,35.00016549037679,130.00916752026873,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:49Z,Platform_A,35.000038670179286,130.0331735057857,K2BlackPanther,35.000050920306855,130.02721461771375,T90,35.00015522956689,130.0090958323093,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:50Z,Platform_A,35.000039136822075,130.03327713646908,K2BlackPanther,35.00005180472941,130.02720281674732,T90,35.000181512961696,130.00901798299049,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:51Z,Platform_A,35.00006123897301,130.03337330022572,K2BlackPanther,35.00005241443558,130.02721614028053,T90,35.000150459699825,130.00895966377834,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:52Z,Platform_A,35.00005287109812,130.03347189440944,K2BlackPanther,35.00002425217719,130.0272232304715,T90,35.000147848454255,130.00886871595122,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:53Z,Platform_A,35.000037590476865,130.03355799699418,K2BlackPanther,35.00003887993968,130.02721322216271,T90,35.00017024401738,130.00881200073977,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:54Z,Platform_A,35.00004590585409,130.03364421432303,K2BlackPanther,35.00003829072475,130.0272254568318,T90,35.000178097122614,130.0087291949243,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:55Z,Platform_A,35.00006344169897,130.0337283141447,K2BlackPanther,35.00002607237151,130.02720853040228,T90,35.00017125241104,130.00864988285318,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:56Z,Platform_A,35.0000425016696,130.03380305800408,K2BlackPanther,35.000033057314106,130.0272049952421,T90,35.00014964110568,130.00858830421146,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:57Z,Platform_A,35.00006792739154,130.0338821483312,K2BlackPanther,35.00002856054543,130.0272079688498,T90,35.00016118776406,130.00851343864568,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:58Z,Platform_A,35.000069495721036,130.03395782041574,K2BlackPanther,35.0000256699263,130.02723397366424,T90,35.000163113628275,130.00842417164026,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:42:59Z,Platform_A,35.00006060033044,130.03405411703645,K2BlackPanther,35.00004588887149,130.02719946300067,T90,35.00014816289976,130.0083736851634,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:43:00Z,Platform_A,35.00003725378055,130.03417246957477,K2BlackPanther,35.000024822632675,130.02720650197872,T90,35.00015565922184,130.0082606749388,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:43:01Z,Platform_A,35.000067764394686,130.03422660786163,K2BlackPanther,35.000051034362144,130.02721116739554,T90,35.0001829999198,130.00818607623705,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:43:02Z,Platform_A,35.00006666395967,130.03434779339076,K2BlackPanther,35.00005112472945,130.027226428321,T90,35.0001832956623,130.008113875122,ahead of,behind,ahead of,behind,behind,ahead of
+2026-02-05T22:43:03Z,Platform_A,35.000039750194425,130.03440402017165,K2BlackPanther,35.00002736681935,130.02723904680172,T90,35.000160297340976,130.00805665943145,ahead of,behind,ahead of,behind,behind,ahead of
