time,BF_object_A,lat_A,long_A,BF_object_B,lat_B,long_B,BF_object_C,lat_C,long_C,A-B,B-A,B-C,C-B,A-C,C-A
+2026-02-05T22:41:49Z,T-62,35.1,129.0579204,T-72,35.1000541,129.0577448,BTR-80,35.1001082,129.0579204,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:50Z,T-62,35.1,129.0580082,T-72,35.1000541,129.05783259999998,BTR-80,35.1001082,129.0580082,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:51Z,T-62,35.1,129.058096,T-72,35.1000541,129.0579204,BTR-80,35.1001082,129.058096,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:52Z,T-62,35.1,129.0581838,T-72,35.1000541,129.0580082,BTR-80,35.1001082,129.0581838,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:53Z,T-62,35.1,129.0582716,T-72,35.1000541,129.058096,BTR-80,35.1001082,129.0582716,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:54Z,T-62,35.1,129.0583594,T-72,35.1000541,129.0581838,BTR-80,35.1001082,129.0583594,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:55Z,T-62,35.1,129.0584472,T-72,35.1000541,129.05827159999998,BTR-80,35.1001082,129.0584472,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:56Z,T-62,35.1,129.058535,T-72,35.1000541,129.0583594,BTR-80,35.1001082,129.058535,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:57Z,T-62,35.1,129.0586228,T-72,35.1000541,129.0584472,BTR-80,35.1001082,129.0586228,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:58Z,T-62,35.1,129.0587106,T-72,35.1000541,129.058535,BTR-80,35.1001082,129.0587106,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:59Z,T-62,35.1,129.0587984,T-72,35.1000541,129.0586228,BTR-80,35.1001082,129.0587984,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:00Z,T-62,35.1,129.0588862,T-72,35.1000541,129.05871059999998,BTR-80,35.1001082,129.0588862,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:01Z,T-62,35.1,129.058974,T-72,35.1000541,129.0587984,BTR-80,35.1001082,129.058974,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:02Z,T-62,35.1,129.0590618,T-72,35.1000541,129.0588862,BTR-80,35.1001082,129.0590618,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:03Z,T-62,35.1,129.0591496,T-72,35.1000541,129.058974,BTR-80,35.1001082,129.0591496,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:04Z,T-62,35.1,129.0592374,T-72,35.1000541,129.0590618,BTR-80,35.1001082,129.0592374,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:05Z,T-62,35.1,129.0593252,T-72,35.1000541,129.05914959999998,BTR-80,35.1001082,129.0593252,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:06Z,T-62,35.1,129.059413,T-72,35.1000541,129.0592374,BTR-80,35.1001082,129.059413,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:07Z,T-62,35.1,129.0595008,T-72,35.1000541,129.0593252,BTR-80,35.1001082,129.0595008,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:08Z,T-62,35.1,129.0595886,T-72,35.1000541,129.059413,BTR-80,35.1001082,129.0595886,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:09Z,T-62,35.1,129.0596764,T-72,35.1000541,129.0595008,BTR-80,35.1001082,129.0596764,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:10Z,T-62,35.1,129.0597642,T-72,35.1000541,129.05958859999998,BTR-80,35.1001082,129.0597642,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:11Z,T-62,35.1,129.059852,T-72,35.1000541,129.0596764,BTR-80,35.1001082,129.059852,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:12Z,T-62,35.1,129.0599398,T-72,35.1000541,129.0597642,BTR-80,35.1001082,129.0599398,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:13Z,T-62,35.1,129.0600276,T-72,35.1000541,129.059852,BTR-80,35.1001082,129.0600276,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:14Z,T-62,35.1,129.0601154,T-72,35.1000541,129.0599398,BTR-80,35.1001082,129.0601154,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:15Z,T-62,35.1,129.0602032,T-72,35.1000541,129.06002759999998,BTR-80,35.1001082,129.0602032,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:16Z,T-62,35.1,129.060291,T-72,35.1000541,129.0601154,BTR-80,35.1001082,129.060291,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:17Z,T-62,35.1,129.0603788,T-72,35.1000541,129.0602032,BTR-80,35.1001082,129.0603788,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:18Z,T-62,35.1,129.0604666,T-72,35.1000541,129.060291,BTR-80,35.1001082,129.0604666,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:19Z,T-62,35.1,129.0605544,T-72,35.1000541,129.0603788,BTR-80,35.1001082,129.0605544,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:20Z,T-62,35.1,129.0606422,T-72,35.1000541,129.06046659999998,BTR-80,35.1001082,129.0606422,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:21Z,T-62,35.1,129.06073,T-72,35.1000541,129.0605544,BTR-80,35.1001082,129.06073,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:22Z,T-62,35.1,129.0608178,T-72,35.1000541,129.0606422,BTR-80,35.1001082,129.0608178,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:23Z,T-62,35.1,129.0609056,T-72,35.1000541,129.06073,BTR-80,35.1001082,129.0609056,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:24Z,T-62,35.1,129.0609934,T-72,35.1000541,129.0608178,BTR-80,35.1001082,129.0609934,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:25Z,T-62,35.1,129.0610812,T-72,35.1000541,129.06090559999998,BTR-80,35.1001082,129.0610812,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:26Z,T-62,35.1,129.061169,T-72,35.1000541,129.0609934,BTR-80,35.1001082,129.061169,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:27Z,T-62,35.1,129.0612568,T-72,35.1000541,129.0610812,BTR-80,35.1001082,129.0612568,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:28Z,T-62,35.1,129.0613446,T-72,35.1000541,129.061169,BTR-80,35.1001082,129.0613446,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:29Z,T-62,35.1,129.0614324,T-72,35.1000541,129.0612568,BTR-80,35.1001082,129.0614324,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:30Z,T-62,35.1,129.0615202,T-72,35.1000541,129.06134459999998,BTR-80,35.1001082,129.0615202,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:31Z,T-62,35.1,129.061608,T-72,35.1000541,129.0614324,BTR-80,35.1001082,129.061608,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:32Z,T-62,35.1,129.0616958,T-72,35.1000541,129.0615202,BTR-80,35.1001082,129.0616958,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:33Z,T-62,35.1,129.0617836,T-72,35.1000541,129.061608,BTR-80,35.1001082,129.0617836,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:34Z,T-62,35.1,129.0618714,T-72,35.1000541,129.0616958,BTR-80,35.1001082,129.0618714,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:35Z,T-62,35.1,129.0619592,T-72,35.1000541,129.06178359999998,BTR-80,35.1001082,129.0619592,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:36Z,T-62,35.1,129.062047,T-72,35.1000541,129.0618714,BTR-80,35.1001082,129.062047,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:37Z,T-62,35.1,129.0621348,T-72,35.1000541,129.0619592,BTR-80,35.1001082,129.0621348,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:38Z,T-62,35.1,129.0622226,T-72,35.1000541,129.062047,BTR-80,35.1001082,129.0622226,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:39Z,T-62,35.1,129.0623104,T-72,35.1000541,129.0621348,BTR-80,35.1001082,129.0623104,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:40Z,T-62,35.1,129.0623982,T-72,35.1000541,129.06222259999998,BTR-80,35.1001082,129.0623982,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:41Z,T-62,35.1,129.062486,T-72,35.1000541,129.0623104,BTR-80,35.1001082,129.062486,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:42Z,T-62,35.1,129.0625738,T-72,35.1000541,129.0623982,BTR-80,35.1001082,129.0625738,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:43Z,T-62,35.1,129.0626616,T-72,35.1000541,129.062486,BTR-80,35.1001082,129.0626616,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:44Z,T-62,35.1,129.0627494,T-72,35.1000541,129.0625738,BTR-80,35.1001082,129.0627494,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:45Z,T-62,35.1,129.0628372,T-72,35.1000541,129.06266159999998,BTR-80,35.1001082,129.0628372,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:46Z,T-62,35.1,129.062925,T-72,35.1000541,129.0627494,BTR-80,35.1001082,129.062925,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:47Z,T-62,35.1,129.0630128,T-72,35.1000541,129.0628372,BTR-80,35.1001082,129.0630128,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:48Z,T-62,35.1,129.0631006,T-72,35.1000541,129.062925,BTR-80,35.1001082,129.0631006,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:49Z,T-62,35.1,129.0631884,T-72,35.1000541,129.0630128,BTR-80,35.1001082,129.0631884,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:50Z,T-62,35.1,129.0632762,T-72,35.1000541,129.06310059999998,BTR-80,35.1001082,129.0632762,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:51Z,T-62,35.1,129.063364,T-72,35.1000541,129.0631884,BTR-80,35.1001082,129.063364,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:52Z,T-62,35.1,129.0634518,T-72,35.1000541,129.0632762,BTR-80,35.1001082,129.0634518,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:53Z,T-62,35.1,129.0635396,T-72,35.1000541,129.063364,BTR-80,35.1001082,129.0635396,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:54Z,T-62,35.1,129.0636274,T-72,35.1000541,129.0634518,BTR-80,35.1001082,129.0636274,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:55Z,T-62,35.1,129.0637152,T-72,35.1000541,129.06353959999998,BTR-80,35.1001082,129.0637152,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:56Z,T-62,35.1,129.063803,T-72,35.1000541,129.0636274,BTR-80,35.1001082,129.063803,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:57Z,T-62,35.1,129.0638908,T-72,35.1000541,129.0637152,BTR-80,35.1001082,129.0638908,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:58Z,T-62,35.1,129.0639786,T-72,35.1000541,129.063803,BTR-80,35.1001082,129.0639786,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:42:59Z,T-62,35.1,129.0640664,T-72,35.1000541,129.0638908,BTR-80,35.1001082,129.0640664,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:00Z,T-62,35.1,129.0641542,T-72,35.1000541,129.06397859999998,BTR-80,35.1001082,129.0641542,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:01Z,T-62,35.1,129.064242,T-72,35.1000541,129.0640664,BTR-80,35.1001082,129.064242,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:02Z,T-62,35.1,129.0643298,T-72,35.1000541,129.0641542,BTR-80,35.1001082,129.0643298,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:03Z,T-62,35.1,129.0644176,T-72,35.1000541,129.064242,BTR-80,35.1001082,129.0644176,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:04Z,T-62,35.1,129.0645054,T-72,35.1000541,129.0643298,BTR-80,35.1001082,129.0645054,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:05Z,T-62,35.1,129.0645932,T-72,35.1000541,129.06441759999998,BTR-80,35.1001082,129.0645932,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:06Z,T-62,35.1,129.064681,T-72,35.1000541,129.0645054,BTR-80,35.1001082,129.064681,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:07Z,T-62,35.1,129.0647688,T-72,35.1000541,129.0645932,BTR-80,35.1001082,129.0647688,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:08Z,T-62,35.1,129.0648566,T-72,35.1000541,129.064681,BTR-80,35.1001082,129.0648566,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:09Z,T-62,35.1,129.0649444,T-72,35.1000541,129.0647688,BTR-80,35.1001082,129.0649444,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:10Z,T-62,35.1,129.0650322,T-72,35.1000541,129.06485659999998,BTR-80,35.1001082,129.0650322,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:11Z,T-62,35.1,129.06512,T-72,35.1000541,129.0649444,BTR-80,35.1001082,129.06512,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:12Z,T-62,35.1,129.0652078,T-72,35.1000541,129.0650322,BTR-80,35.1001082,129.0652078,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:13Z,T-62,35.1,129.0652956,T-72,35.1000541,129.06512,BTR-80,35.1001082,129.0652956,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:14Z,T-62,35.1,129.0653834,T-72,35.1000541,129.0652078,BTR-80,35.1001082,129.0653834,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:15Z,T-62,35.1,129.0654712,T-72,35.1000541,129.06529559999998,BTR-80,35.1001082,129.0654712,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:16Z,T-62,35.1,129.065559,T-72,35.1000541,129.0653834,BTR-80,35.1001082,129.065559,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:17Z,T-62,35.1,129.0656468,T-72,35.1000541,129.0654712,BTR-80,35.1001082,129.0656468,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:18Z,T-62,35.1,129.0657346,T-72,35.1000541,129.065559,BTR-80,35.1001082,129.0657346,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:19Z,T-62,35.1,129.0658224,T-72,35.1000541,129.0656468,BTR-80,35.1001082,129.0658224,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:20Z,T-62,35.1,129.0659102,T-72,35.1000541,129.06573459999998,BTR-80,35.1001082,129.0659102,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:21Z,T-62,35.1,129.065998,T-72,35.1000541,129.0658224,BTR-80,35.1001082,129.065998,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:22Z,T-62,35.1,129.0660858,T-72,35.1000541,129.0659102,BTR-80,35.1001082,129.0660858,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:23Z,T-62,35.1,129.0661736,T-72,35.1000541,129.065998,BTR-80,35.1001082,129.0661736,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:24Z,T-62,35.1,129.0662614,T-72,35.1000541,129.0660858,BTR-80,35.1001082,129.0662614,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:25Z,T-62,35.1,129.0663492,T-72,35.1000541,129.06617359999998,BTR-80,35.1001082,129.0663492,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:26Z,T-62,35.1,129.066437,T-72,35.1000541,129.0662614,BTR-80,35.1001082,129.066437,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:27Z,T-62,35.1,129.0665248,T-72,35.1000541,129.0663492,BTR-80,35.1001082,129.0665248,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:28Z,T-62,35.1,129.0666126,T-72,35.1000541,129.066437,BTR-80,35.1001082,129.0666126,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:29Z,T-62,35.1,129.0667004,T-72,35.1000541,129.0665248,BTR-80,35.1001082,129.0667004,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:30Z,T-62,35.1,129.0667882,T-72,35.1000541,129.06661259999998,BTR-80,35.1001082,129.0667882,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:43:31Z,T-62,35.1,129.066876,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,side by side,side by side,collision with,collision with,side by side,side by side
+2026-02-05T22:43:32Z,T-62,35.1,129.0669638,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:33Z,T-62,35.1,129.0670516,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:34Z,T-62,35.1,129.0671394,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:35Z,T-62,35.1,129.0672272,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:36Z,T-62,35.1,129.067315,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:37Z,T-62,35.1,129.0674028,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:38Z,T-62,35.1,129.0674906,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:39Z,T-62,35.1,129.0675784,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:40Z,T-62,35.1,129.0676662,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:41Z,T-62,35.1,129.067754,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:42Z,T-62,35.1,129.0678418,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:43Z,T-62,35.1,129.0679296,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:44Z,T-62,35.1,129.0680174,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:45Z,T-62,35.1,129.0681052,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:46Z,T-62,35.1,129.068193,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:47Z,T-62,35.1,129.0682808,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:48Z,T-62,35.1,129.0683686,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:49Z,T-62,35.1,129.0684564,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:50Z,T-62,35.1,129.0685442,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:51Z,T-62,35.1,129.068632,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:52Z,T-62,35.1,129.0687198,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:53Z,T-62,35.1,129.0688076,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:54Z,T-62,35.1,129.0688954,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:55Z,T-62,35.1,129.0689832,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:56Z,T-62,35.1,129.069071,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:57Z,T-62,35.1,129.0691588,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:58Z,T-62,35.1,129.0692466,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:43:59Z,T-62,35.1,129.0693344,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:00Z,T-62,35.1,129.0694222,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:01Z,T-62,35.1,129.06951,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:02Z,T-62,35.1,129.0695978,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:03Z,T-62,35.1,129.0696856,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:04Z,T-62,35.1,129.0697734,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:05Z,T-62,35.1,129.0698612,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:06Z,T-62,35.1,129.069949,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:07Z,T-62,35.1,129.0700368,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:08Z,T-62,35.1,129.0701246,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:09Z,T-62,35.1,129.0702124,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:10Z,T-62,35.1,129.0703002,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:11Z,T-62,35.1,129.070388,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:12Z,T-62,35.1,129.0704758,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:13Z,T-62,35.1,129.0705636,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:14Z,T-62,35.1,129.0706514,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:15Z,T-62,35.1,129.0707392,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:16Z,T-62,35.1,129.070827,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:17Z,T-62,35.1,129.0709148,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:18Z,T-62,35.1,129.0710026,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:19Z,T-62,35.1,129.0710904,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:20Z,T-62,35.1,129.0711782,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:21Z,T-62,35.1,129.071266,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:22Z,T-62,35.1,129.0713538,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:23Z,T-62,35.1,129.0714416,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:24Z,T-62,35.1,129.0715294,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:25Z,T-62,35.1,129.0716172,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:26Z,T-62,35.1,129.071705,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:27Z,T-62,35.1,129.0717928,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
